"ihs5_foodid","ihs5_fooditem","ref_source","ref_fctcode","ref_fctitem","ref.x","ref.x.x","ref","ref_fct","ref_code","ref_item","fooditem","WATER","ENERC1","VITA_RAE","VITA_fct","VITA_code","THIA","RIBF","NIA","VITB6","VITB6_fct","VITB6_code","FOL","FOL_fct","FOL_code","VITB12","VITC","VITE","VITE_fct","VITE_code","CA","CU","CU_fct","CU_code","FE","ID","K","K_fct","K_code","MG","MG_fct","MG_code","na","SE","SE_fct","SE_code","ZN","ID_cal","FoodName_3","ID_0","FoodName_0","ID_1","FoodName_1","ID_2","FoodName_2","food_genus_id"
"834","Rosted groundnuts","AHHA","8006","groundnut, dry, boiled, arachis hypogae,(mtedza wouma wophika)",NA,NA,NA,NA,NA,NA,"* groundnut, dry, roasted","6.5","597","0","","","0.783","0.133","14.725","0.5301","","","77","","","0","0","1.11","UKFCT","14-878","45","0.93",NA,NA,"2.1",NA,"725",NA,NA,"200",NA,NA,"6","2.9","","","2.32","6e-04","peanut, unshelled, roasted","PB","Pulses and Beans","2556","groundnuts (shelled eq) and products","142","groundnuts, excluding shelled","142.04"
"832","Rosted sweet potatoes","AHHA","5010","",NA,NA,"1P(30), 1T(89), 2P(53), 6B, 07FG, 11E(Sweet potato / Patate douce), 12B(105), 16V(52; 54), AU14(13A12015), CTA(47), MA1018, IN17(F014), NG1039, SA10(4184)",NA,NA,NA,"* sweet potato, white, eaten without skin, grilled","77.3","89","1.8","","","0.063","0.0285","0.38","0.1791","","","26.6","","","0","6.4","0.120836502","WAFCT","02_022","17","1.24",NA,NA,"1",NA,"337",NA,NA,"81",NA,NA,"15","1","","","0.82","0.0011","sweet potato, white-flesh, roasted","RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.05"
"832","Rosted sweet potatoes","AHHA","5010","",NA,NA,"1P(30), 1T(89), 2P(53), 6B, 07FG, 11E(Sweet potato / Patate douce), 12B(105), 16V(52; 54), AU14(13A12015), CTA(47), MA1018, IN17(F014), NG1039, SA10(4184)",NA,NA,NA,"* sweet potato, white, eaten without skin, grilled","77.3","89","1.8","","","0.063","0.0285","0.38","0.1791","","","26.6","","","0","6.4","0.120836502","WAFCT","02_022","17","1.24",NA,NA,"1",NA,"337",NA,NA,"81",NA,NA,"15","1","","","0.82","0.0011","sweet potatoes, orange-flesh, roasted","RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.07"
"810","Salt","KENFCT","13027","salt, iodized",NA,"1G(WL), 1M(274), 16GH, US28(02047)",NA,NA,NA,NA,"salt, iodized","0.2","0","0","","","0","0","0","0","WAFCT","13_015","0","","","0","0","0","","","32","0.080241206",NA,NA,"0.1",NA,"98",NA,NA,"1",NA,NA,"38500","2","","","0.1","0","salt","OT","Other foods","2645","spices, other and products","1699","other stimulant, spice and aromatic crops, n.e.c. ","1699.02"
"828","Samosa (vendor)","KENFCT","15026","vegetable samosa",NA,NA,NA,NA,NA,NA,"vegetable samosa","30.2","325","138","","","0.46","0.31","3.2","0.15","UKFCT","15-305","44","UKFCT","15-305","0.33","23.7","0","UKFCT","15-305","55",NA,NA,NA,"3.8",NA,"333",NA,NA,"35",NA,NA,"243","1","","","1.76","0","samosa, vegetable","CE","Cereals","2511","wheat and products","F0022","pastry","F0022.05"
"828","Samosa (vendor)","KENFCT","15026","vegetable samosa",NA,NA,NA,NA,NA,NA,"vegetable samosa","30.2","325","138","","","0.46","0.31","3.2","0.15","UKFCT","15-305","44","UKFCT","15-305","0.33","23.7","0","UKFCT","15-305","55",NA,NA,NA,"3.8",NA,"333",NA,NA,"35",NA,NA,"243","1","","","1.76","0","samosa, meat","CE","Cereals","2511","wheat and products","F0022","pastry","F0022.06"
"510","Small animal Ã¯Â¿Â½ rabbit, mice, etc.","MAFOODS","MW03_0067","rabbit, meat, raw, oryctolagus cuniculus, (nyama ya kalulu)","WA",NA,NA,NA,NA,NA,"rabbit, meat, raw, oryctolagus cuniculus, (nyama ya kalulu)","72.7","129.6","10","","","0.11","0.15","9.5","0.57","","","5","","","10","0","0.8","","","16","0.15",NA,NA,"1.2",NA,"351",NA,NA,"27",NA,NA,"60","20.68181818","KENFCT","7021","1.7","0","rabbit meat, fresh, raw","AP","Animal Products","2735","meat, other and products","21114","meat of rabbits and hares, fresh or chilled","21114.01"
"510","Small animal Ã¯Â¿Â½ rabbit, mice, etc.","MAFOODS","MW03_0067","rabbit, meat, raw, oryctolagus cuniculus, (nyama ya kalulu)","WA",NA,NA,NA,NA,NA,"rabbit, meat, raw, oryctolagus cuniculus, (nyama ya kalulu)","72.7","129.6","10","","","0.11","0.15","9.5","0.57","","","5","","","10","0","0.8","","","16","0.15",NA,NA,"1.2",NA,"351",NA,NA,"27",NA,NA,"60","20.68181818","KENFCT","7021","1.7","0","rat meat, fresh, raw","AP","Animal Products","2735","meat, other and products","21119.01","meat of other domestic rodents, fresh or chilled","21119.01.01"
"907","Soft drinks (Coca-cola, Fanta, Sprite, etc.)","WAFCT","12_024","carbonated drink (e.g. coca-cola, sprite)","AU14(01B20508), US28(14148; 14145; 14150)",NA,NA,NA,NA,NA,"carbonated drink (e.g. coca-cola, sprite)","90","40","0","","","0","0","0","0","","","0","","","0","0","0","","","2","0.01",NA,NA,"0.1",NA,"2",NA,NA,"1",NA,NA,"9","0","AHHA","20001","0.06","0","sugar sweetned beverage, cola","OT","Other foods","2543","sweeteners, other and products","24490","other non-alcoholic caloric beverages n.e.c","24490.02"
"108","Sorghum (mapira)","MAFOODS","MW01_0060","sorghum, wholegrain, raw, sorghum bicolor, (mapira)","10",NA,NA,NA,NA,NA,"sorghum, wholegrain, raw, sorghum bicolor, (mapira)","12.4","357.572","0.938","","","0.354","0.157","3.244","0.246","","","28.512","","","0","0","1.081","","","17.52","0.445884",NA,NA,"12.6144",NA,"370.653",NA,NA,"152.424",NA,NA,"13.764","19.7976","","","1.8396","0.001","sorghum grain, raw","CE","Cereals","2518","sorghum and products","114","sorghum","114.01"
"314","Soya","MAFOODS","MW02_0019","soybean, dry, (soya)","10",NA,NA,NA,NA,NA,"soybean, dry, (soya)","8.54","432.154","1.008","","","0.706","0.08","2.017","0.827","","","378.142","","","0","0","0.726","","","240.645","1.281",NA,NA,"17.2935",NA,"1754.58",NA,NA,"232.41",NA,NA,"5.042","5.2521","","","3.88875","0.0012","soybeans, dried, raw","PB","Pulses and Beans","2555","soyabeans and products","141","soya beans","141.01"
"306","Soyabean flour","MAFOODS","MW02_0012","flour, roasted soybean, (ufa wa soya)","6",NA,NA,NA,NA,NA,"flour, roasted soybean, (ufa wa soya)","9.1","458","1.002","","","0.702","0.08","2.005","0.822","","","375.825","","","0","0","0.722","","","264.371","1312",NA,NA,"9.511",NA,"1743.837",NA,NA,"243.5",NA,NA,"5.011","7.404","","","3.479","0.0012","soybeans, flour, raw","PB","Pulses and Beans","2555","soyabeans and products","141","soya beans","141.02"
"114","Spaghetti, macaroni, pasta","KENFCT","1031","pasta, spaghetti, dry, raw-imported",NA,"AU14(02A10358), UK7(11-716), US28(20120)",NA,NA,NA,NA,"pasta, spaghetti, dry, raw-imported","10.6","354","0","","","0.07","0.06","1.1","0.128704319","WAFCT","01_052","17.82059801","","","0","0","0.316810631","","","18","0.297009967",NA,NA,"1",NA,"142",NA,NA,"30",NA,NA,"5","12","","","0.6","0","pasta, dried, raw","CE","Cereals","2511","wheat and products","23710","uncooked pasta, not stuffed or otherwise prepared","23710.01"
"811","Spices","KENFCT","13028","spice, mixed or all spice",NA,"UK7(13-801), US28(02001)","IN17(G033), UK7(13-876), US28(02015)",NA,NA,NA,"spice, mixed or all spice","8.5","360","55","","","0.25","0.45","4.9","0.21","WAFCT","13_016","36","","","0","30","2.705914567","WAFCT","13_022","727","0.55",NA,NA,"35.5",NA,"1440",NA,NA,"203",NA,NA,"90","3","","","3.65","0","mixed spices","OT","Other foods","2645","spices, other and products","1699","other stimulant, spice and aromatic crops, n.e.c. ","1699.03"
"904","Squash (Sobo drink concentrate)","WAFCT","12_012","juice, canned or bottled, sweetened (e.g. apple)","DK2(194), US28(09016)",NA,NA,NA,NA,NA,"juice, canned or bottled, sweetened (e.g. apple)","87.9","48","0","","","0.02","0.02","0.1","0.03","","","0","","","0","1","0.01","","","9","0.01",NA,NA,"0.3",NA,"80",NA,NA,"5",NA,NA,"10","0","UKFCT","17-746","0.04","0","sugar sweetned beverage, concentrate","OT","Other foods","2543","sweeteners, other and products","24490","other non-alcoholic caloric beverages n.e.c","24490.01"
"801","Sugar","KENFCT","11003","sugar, white, fortified, (suga wa waiti)",NA,"1E, 1G(US), 1P(80), 3B(Sugar / Sucre), 11E(Sugar / Sucre), SA10(3989), US28(19335)",NA,NA,NA,NA,"sugar, white, granulated or lump","0","400","0","","","0","0","0","0","WAFCT","13_002","0","","","0","0","0","","","0","0.04",NA,NA,"0",NA,"0",NA,NA,"0",NA,NA,"0","1","","","0","0","sugar, white","OT","Other foods","2542","sugar (raw equivalent) and products","23520","refined sugar","23520.01"
"802","Sugar Cane","MAFOODS","MW08_0007","sugarcane, raw, saccharum officinarum, (mzimbe)","9",NA,NA,NA,NA,NA,"sugarcane, raw, saccharum officinarum, (mzimbe)","90","39.712","0","","","0.030612245","0.040816327","0.102040816","0","AHHA","18003","0","","","0","7.194","0","","","8","0",NA,NA,"0.647",NA,"153.0612245",NA,NA,"13.26530612",NA,NA,"1.020408163","0","KENFCT","11002","0.142857143","0.001","sugar canes","OT","Other foods","2536","sugar cane and products","1802","sugar cane","1802.01"
"816","Sweets, candy, chocolates","WAFCT","13_021","sweets, chocolate, milk","AU14(12C10406), FAO(1594), SA10(4003), UK7(17-491), US28(19902)",NA,NA,NA,NA,NA,"sweets, chocolate, milk","1","532","21","","","0.05","0.08","0.7","0.04","","","12","","","0.08","0","1.2","","","45","0.81",NA,NA,"4.3",NA,"400",NA,NA,"114",NA,NA,"24","0","UKFCT","17-107","1.38","0","candies, hard","OT","Other foods","2542","sugar (raw equivalent) and products","23670.01","sugar confectionery","23670.01.01"
"816","Sweets, candy, chocolates","WAFCT","13_021","sweets, chocolate, milk","AU14(12C10406), FAO(1594), SA10(4003), UK7(17-491), US28(19902)",NA,NA,NA,NA,NA,"sweets, chocolate, milk","1","532","21","","","0.05","0.08","0.7","0.04","","","12","","","0.08","0","1.2","","","45","0.81",NA,NA,"4.3",NA,"400",NA,NA,"114",NA,NA,"24","0","UKFCT","17-107","1.38","0","chocolate, milk","OT","Other foods","2633","cocoa beans and products","F0666","chocolate products nes","F0666.01"
"403","Tanaposi/Rape","MAFOODS","MW04_0020","leaves, rape, raw, (lepu)","10",NA,NA,NA,NA,NA,"leaves, rape, raw, (lepu)","89.67","37.22","579","","","0.07","0.1","0.6","0.263","","","194","","","0","60","2.86","","","219.39","0.055105",NA,NA,"2.7707",NA,"296",NA,NA,"44.496",NA,NA,"40","0.84048","","","0.4429","0.0146","rape leaves, raw","FV","Fruits and Vegetables","2605","vegetables, other and products","1214","lettuce and chicory","1214.03"
"901","Tea","KENFCT","12005","tea, chai, instant dry powder",NA,"2B(18020), DK2(115), UK7(17-171), US28(14355)",NA,NA,NA,NA,"tea, chai, instant dry powder","5.1","299","0","","","0","0.99","10.8","0","WAFCT","12_008","2372.5","","","0","0","0","","","118","14.235",NA,NA,"2.3",NA,"6040",NA,NA,"272",NA,NA,"72","15","","","1.7","0.0027","tea beverages","OT","Other foods","2635","tea (including mate) and products","23914","extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or mat","23914.01"
"912","Thobwa","WAFCT","12_002","beer, maize (ca. 3% v/v alcohol)","FAO(1562), SA10(4039), US28(14003), 12_004",NA,NA,NA,NA,NA,"beer, maize (ca. 3% v/v alcohol)","93.2","33","0","","","0.01","0.03","0.3","0.05","","","6","","","0","0","0","","","4","0.01",NA,NA,"0.2",NA,"80",NA,NA,"14",NA,NA,"3","5.3125","AHHA","22001","0.07","0.001","maize- and millet-fermented beverage","CE","Cereals","2657","beverages, fermented and products","24230.03","cider and other fermented beverages","24230.03.03"
"512","Tinned meat or fish","WAFCT","07_063","sausage, wiener (beef, pork, chicken) canned","2P(189; 190), US28(07083)",NA,NA,NA,NA,NA,"sausage, wiener (beef, pork, chicken) canned","64.8","234","8","","","0.09","0.11","1.6","0.12","","","4","","","1","0","0.22","","","10","0.03",NA,NA,"0.9",NA,"101",NA,NA,"7",NA,NA,"879","6.16","KENFCT","7023","1.6","0","tinned meat","AP","Animal Products","2735","meat, other and products","F1172","meat prepared n.e.c.","F1172.01"
"512","Tinned meat or fish","WAFCT","07_063","sausage, wiener (beef, pork, chicken) canned","2P(189; 190), US28(07083)",NA,NA,NA,NA,NA,"sausage, wiener (beef, pork, chicken) canned","64.8","234","8","","","0.09","0.11","1.6","0.12","","","4","","","1","0","0.22","","","10","0.03",NA,NA,"0.9",NA,"101",NA,NA,"7",NA,NA,"879","6.16","KENFCT","7023","1.6","0","sardines, tinned","AP","Animal Products","2763","pelagic fish","1532","pelagic fish, canned","1532.01"
"408","Tomato","MAFOODS","MW04_0036","tomato, ripe, raw, (tomato)","10",NA,NA,NA,NA,NA,"tomato, ripe, raw, (tomato)","94.52","25.68","42","","","0.037","0.019","0.594","0.08","","","15","","","0","13.7","0.54","","","18.92","0.10175",NA,NA,"0.4884",NA,"237",NA,NA,"12.925",NA,NA,"5","0.4301","","","0.1397","0.0044","tomatoes, raw","FV","Fruits and Vegetables","2601","tomatoes and products","1234","tomatoes","1234.01"
"813","Tomato sauce (bottle)","KENFCT","13031","tomato, sauce (ketchup)",NA,"DK2(596), UK7(13-530), US28(11531)",NA,NA,NA,NA,"tomato, sauce (ketchup)","67.5","115","22","","","0","0.1","1.3","0.627192982","WAFCT","04_065","96.92982456","","","0","0","5.473684211","","","13","0.456140351",NA,NA,"0.7",NA,"316",NA,NA,"16",NA,NA,"918","0.5","","","0.18","0","tomatoes, sauce","FV","Fruits and Vegetables","2601","tomatoes and products","21399.01","paste of tomatoes","21399.01.01"
"913","Traditional beer (masese)","WAFCT","12_002","beer, maize (ca. 3% v/v alcohol)","FAO(1562), SA10(4039), US28(14003), 12_004",NA,NA,NA,NA,NA,"beer, maize (ca. 3% v/v alcohol)","93.2","33","0","","","0.01","0.03","0.3","0.05","","","6","","","0","0","0","","","4","0.01",NA,NA,"0.2",NA,"80",NA,NA,"14",NA,NA,"3","5.3125","AHHA","22001","0.07","5e-04","beer, maize grain","CE","Cereals","2657","beverages, fermented and products","24310.02","Beer of maize, malted","24310.02.01"
"110","Wheat flour","WAFCT","01_043","wheat flour, white, unfortified","1M(375), 2P(34), FAO(173; 174; 175), IN17(A018), K2014, SA1020, SGS",NA,NA,NA,NA,NA,"wheat flour, white, unfortified","12.2","352","0","","","0.21","0.09","2.4","0.45","","","240","","","0","0","0.14","","","17","0.1",NA,NA,"2",NA,"111",NA,NA,"20",NA,NA,"4","3","UKFCT","11-886","0.5","0.0114","wheat flour, unrefined","CE","Cereals","2511","wheat and products","23110","wheat and meslin flour ","23110.01"
"110","Wheat flour","WAFCT","01_043","wheat flour, white, unfortified","1M(375), 2P(34), FAO(173; 174; 175), IN17(A018), K2014, SA1020, SGS",NA,NA,NA,NA,NA,"wheat flour, white, unfortified","12.2","352","0","","","0.21","0.09","2.4","0.45","","","240","","","0","0","0.14","","","17","0.1",NA,NA,"2",NA,"111",NA,NA,"20",NA,NA,"4","3","UKFCT","11-886","0.5","0.0114","wheat flour, refined","CE","Cereals","2511","wheat and products","23110","wheat and meslin flour ","23110.02"
"203","White sweet potato","MAFOODS","MW01_0065","sweet potato, white-fleshed, raw, ipomoea batatas, (mbatata zoyera mkati)","10",NA,NA,NA,NA,NA,"sweet potato, white-fleshed, raw, ipomoea batatas, (mbatata zoyera mkati)","77.28","89.26","2.213","","","0.066","0.03","0.443","0.199","","","38.358","","","0","16.45","0.125","","","16.798","0.174336",NA,NA,"0.23154",NA,"337.112",NA,NA,"19.0907",NA,NA,"14.753","0.043811","","","0.170704","0.0011","sweet potato, white-flesh, raw","RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.01"
"914","Wine or commercial liquor","KENFCT","12008","",NA,NA,NA,NA,NA,NA,"wine, white, dry","88.7","76","0","","","0","0","0.1","0.047711111","AHHA","22008","0.837037037","","","0","2","0","UKFCT","17-752","8","0.00837037",NA,NA,"0.5",NA,"54",NA,NA,"8",NA,NA,"14","1","","","0.08","0","wine, white","OT","Other foods","2655","wine and products","24212.02","wine","24212.02.01"
"706","Yoghurt","KENFCT","6026","yoghurt, cow milk, whole, plain",NA,"3B(Yoghurt whole / Yaourt entier), 4E(Yoghurt, whole / Yaourt, entier), 12R, AU14(09C10093), IN17(L002), P2013, US28(01116), 10_025, 10_001",NA,NA,NA,NA,"yoghurt, cow milk, whole, plain","82","85","34","","","0.1","0.2","0.1","0.047058824","WAFCT","10_005","8.235294118","","","0.2","1.176470588","0.152941176","","","149","0.011764706",NA,NA,"0.2",NA,"130",NA,NA,"10",NA,NA,"32","2","","","0.34","0","yoghurt, cow milk, plain","AP","Animal Products","2848","milk - (excluding excluding butter butter) and products","22230.01","yoghurt","22230.01.01"
"103","Maize ufa madeya (bran flour)","MAFOODS;MAFOODS","MW01_0035;MW01_0036","maize, bran, zea mays, (deya/gaga);maize, grain, orange, raw, zea mays, (mthikinya)",NA,NA,NA,NA,NA,NA,NA,"11.765","372.707","2.299",NA,NA,"0.2545","0.107","2.3915","0.222",NA,NA,"18.3894",NA,NA,"0","64.194","0.8485",NA,NA,"9.5","0.25",NA,NA,"2.6825",NA,"438.5",NA,NA,"154.5",NA,NA,"14.5","9.566736211",NA,NA,"3","5e-04","maize bran, flour, raw ","CE","Cereals","2514","maize and products (including white maize)","39120.04","bran of maize [only calories]","39120.04.01"
"111","Bread","MAFOODS;MAFOODS;MAFOODS","MW01_0003;MW01_0004;MW01_0007","bread, wheat, brown, homemade;bread, wheat, white, commercial, (buledi wa waiti);cake, plain, (keke)",NA,NA,NA,NA,NA,NA,NA,"28.81105828","303.7105578","48.05615648",NA,NA,"0.24054879","0.170011221","1.810729854","0.158771282",NA,NA,"38.40346104",NA,NA,"0.103572154","0.062437562","0.706335973",NA,NA,"42.77336992","0.130311665",NA,NA,"2.058381651",NA,"146.8295534",NA,NA,"25.54623544",NA,NA,"715.5691476","6.591960124",NA,NA,"0.598799114","0.0114","bread, wheat flour, refined","CE","Cereals","2511","wheat and products","F0020","bread","F0020.01"
"111","Bread","MAFOODS;MAFOODS;MAFOODS","MW01_0003;MW01_0004;MW01_0007","bread, wheat, brown, homemade;bread, wheat, white, commercial, (buledi wa waiti);cake, plain, (keke)",NA,NA,NA,NA,NA,NA,NA,"28.81105828","303.7105578","48.05615648",NA,NA,"0.24054879","0.170011221","1.810729854","0.158771282",NA,NA,"38.40346104",NA,NA,"0.103572154","0.062437562","0.706335973",NA,NA,"42.77336992","0.130311665",NA,NA,"2.058381651",NA,"146.8295534",NA,NA,"25.54623544",NA,NA,"715.5691476","6.591960124",NA,NA,"0.598799114","0.0114","bread, wheat flour, unrefined","CE","Cereals","2511","wheat and products","F0020","bread","F0020.02"
"115","Breakfast cereal","KENFCT;KENFCT","1009;1011","breakfast cereal, flakes of corn;buns, currant",NA,NA,NA,NA,NA,NA,NA,"16.25","339.5","5",NA,NA,"0.125314796","0.055","1.45","0.026364113",NA,NA,"5.272822666",NA,NA,"0","0","0.087880378",NA,NA,"46.5",NA,NA,NA,"1.45",NA,"160",NA,NA,"20",NA,NA,"595","9",NA,NA,"0.4","0","breakfast cereal, flakes","CE","Cereals","2511","wheat and products","23140.03","breakfast cereals","23140.03.01"
"115","Breakfast cereal","KENFCT;KENFCT","1009;1011","breakfast cereal, flakes of corn;buns, currant",NA,NA,NA,NA,NA,NA,NA,"16.25","339.5","5",NA,NA,"0.125314796","0.055","1.45","0.026364113",NA,NA,"5.272822666",NA,NA,"0","0","0.087880378",NA,NA,"46.5",NA,NA,NA,"1.45",NA,"160",NA,NA,"20",NA,NA,"595","9",NA,NA,"0.4","0","breakfast cereals, muesli mix","CE","Cereals","2511","wheat and products","23140.03","breakfast cereals","23140.03.02"
"116","Infant feeding cereals","MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS","MW07_0001;MW07_0002;MW07_0003;MW07_0004;MW07_0005;MW07_0006;MW07_0007;MW07_0008","baby cereal, containing milk, 12 months, strawberry flavour, dry;baby cereal, containing milk, 6 months, dry;baby cereal, containing milk, 7 months, regular flavour, dry;baby cereal, containing milk, 9 months, mixed fruit flavour, dry;baby cereal, maize, 6 months, dry;baby cereal, maize, 9 months, strawberry and banana flavour, dry (nestum);baby cereal, mixed cereal, 7 months, dry;baby cereal, mixed grain, 7 months, dry",NA,NA,NA,NA,NA,NA,NA,"4.5875","385","0",NA,NA,"0.8875","0.525","3.8","0.3875",NA,NA,"60.625",NA,NA,"1.3625","71.45","3.1875",NA,NA,"478.575","0.334",NA,NA,"19.35",NA,"491.375",NA,NA,"81.175",NA,NA,"167","25.9",NA,NA,"4.4375","0","infant cereals","OT","Other foods","2680","infant food and products","23991.01","infant food","23991.01.01"
"406","Other cultivated green leafy vegetables","MAFOODS;MAFOODS;WAFCT;MAFOODS;MAFOODS;MAFOODS","MW04_0014;MW04_0012;04_004;MW04_0019;MW04_0021;MW04_0011","leaves, cassava, raw, (ntapasha/chigwada);leaves, black jack, raw, (chisoso);okra, leaves, fresh, raw;leaves, pumpkin, raw, (nkhwani);leaves, roselle, raw, hibiscus subdaiffa, (chidede);leaves, amaranth, raw, (bonongwe)",NA,NA,NA,NA,NA,NA,NA,"85.11333333","51.96966667","276.6210178",NA,NA,"0.128333333","0.326","0.869666667","0.248166667",NA,NA,"117.8366667",NA,NA,"0","38.34266667","1.854666667",NA,NA,"231.4387833","0.128813333",NA,NA,"5.7664075",NA,"439.5906667",NA,NA,"74.34933333",NA,NA,"54.7","1.075028",NA,NA,"0.651023333","0.0089","amaranth leaves, raw","FV","Fruits and Vegetables","2605","vegetables, other and products","1215","spinach","1215.02"
"406","Other cultivated green leafy vegetables","MAFOODS;MAFOODS;WAFCT;MAFOODS;MAFOODS;MAFOODS","MW04_0014;MW04_0012;04_004;MW04_0019;MW04_0021;MW04_0011","leaves, cassava, raw, (ntapasha/chigwada);leaves, black jack, raw, (chisoso);okra, leaves, fresh, raw;leaves, pumpkin, raw, (nkhwani);leaves, roselle, raw, hibiscus subdaiffa, (chidede);leaves, amaranth, raw, (bonongwe)",NA,NA,NA,NA,NA,NA,NA,"85.11333333","51.96966667","276.6210178",NA,NA,"0.128333333","0.326","0.869666667","0.248166667",NA,NA,"117.8366667",NA,NA,"0","38.34266667","1.854666667",NA,NA,"231.4387833","0.128813333",NA,NA,"5.7664075",NA,"439.5906667",NA,NA,"74.34933333",NA,NA,"54.7","1.075028",NA,NA,"0.651023333","0.0089","cassava leaves, raw","FV","Fruits and Vegetables","2605","vegetables, other and products","1219.01","cassava leaves","1219.01.01"
"406","Other cultivated green leafy vegetables","MAFOODS;MAFOODS;WAFCT;MAFOODS;MAFOODS;MAFOODS","MW04_0014;MW04_0012;04_004;MW04_0019;MW04_0021;MW04_0011","leaves, cassava, raw, (ntapasha/chigwada);leaves, black jack, raw, (chisoso);okra, leaves, fresh, raw;leaves, pumpkin, raw, (nkhwani);leaves, roselle, raw, hibiscus subdaiffa, (chidede);leaves, amaranth, raw, (bonongwe)",NA,NA,NA,NA,NA,NA,NA,"85.11333333","51.96966667","276.6210178",NA,NA,"0.128333333","0.326","0.869666667","0.248166667",NA,NA,"117.8366667",NA,NA,"0","38.34266667","1.854666667",NA,NA,"231.4387833","0.128813333",NA,NA,"5.7664075",NA,"439.5906667",NA,NA,"74.34933333",NA,NA,"54.7","1.075028",NA,NA,"0.651023333","0.0089","jew's mallow leaves, raw","FV","Fruits and Vegetables","2605","vegetables, other and products","1214","lettuce and chicory","1214.05"
"406","Other cultivated green leafy vegetables","MAFOODS;MAFOODS;WAFCT;MAFOODS;MAFOODS;MAFOODS","MW04_0014;MW04_0012;04_004;MW04_0019;MW04_0021;MW04_0011","leaves, cassava, raw, (ntapasha/chigwada);leaves, black jack, raw, (chisoso);okra, leaves, fresh, raw;leaves, pumpkin, raw, (nkhwani);leaves, roselle, raw, hibiscus subdaiffa, (chidede);leaves, amaranth, raw, (bonongwe)",NA,NA,NA,NA,NA,NA,NA,"85.11333333","51.96966667","276.6210178",NA,NA,"0.128333333","0.326","0.869666667","0.248166667",NA,NA,"117.8366667",NA,NA,"0","38.34266667","1.854666667",NA,NA,"231.4387833","0.128813333",NA,NA,"5.7664075",NA,"439.5906667",NA,NA,"74.34933333",NA,NA,"54.7","1.075028",NA,NA,"0.651023333","0.0089","roselle leaves, raw","FV","Fruits and Vegetables","2605","vegetables, other and products","1215","spinach","1215.03"
