"ihs5_foodid","ihs5_fooditem","ref_source","ref_fctcode","ref_fctitem","ref.x","ref.x.x","ref","ref_fct","ref_code","ref_item","fooditem","WATER","ENERC1","VITA_RAE","VITA_fct","VITA_code","THIA","RIBF","NIA","VITB6","VITB6_fct","VITB6_code","FOL","FOL_fct","FOL_code","VITB12","VITC","VITE","VITE_fct","VITE_code","CA","CU","CU_fct","CU_code","FE","ID","K","K_fct","K_code","MG","MG_fct","MG_code","na","SE","SE_fct","SE_code","ZN","ID_cal","FoodName_3","ID_0","FoodName_0","ID_1","FoodName_1","ID_2","FoodName_2","food_genus_id"
"407","Gathered wild green leaves","MAFOODS;MAFOODS","MW04_0015;MW04_0016","leaves, cat's whiskers, raw, cleome gynadra, (luni);leaves, jews mallow, raw, corchorus trilocularis, (denje)",NA,NA,NA,NA,NA,NA,NA,"79.65","61.8638","303.437",NA,NA,"0.1595","0.424","1.5765","0.407",NA,NA,"285.9215",NA,NA,"0","151.5772","2.0185",NA,NA,"1352.557","0.3715",NA,NA,"21.880385",NA,"576.855",NA,NA,"84.095",NA,NA,"15.382","1.841242938",NA,NA,"1.592","0.0139","blackjack leaves, raw","FV","Fruits and Vegetables","2605","vegetables, other and products","1214","lettuce and chicory","1214.06"
"412","Tinned vegetables (Specify)","KENFCT;KENFCT","4025;4037","mushroom, raw, canned in brine (drained);tomato, canned, whole contents",NA,NA,NA,NA,NA,NA,NA,"93.5","19","16",NA,NA,"0.115","0.025","0.95","0.107894737",NA,NA,"22.94736842",NA,NA,"0","4.5","0.510263158",NA,NA,"13","0.182105263",NA,NA,"0.8",NA,"114",NA,NA,"7.5",NA,NA,"184","8.5",NA,NA,"0.08","0","canned mushrooms","FV","Fruits and Vegetables","2605","vegetables, other and products","21397.01","canned mushrooms","21397.01.01"
"5021","Sun Dried fish (Large Variety)","MAFOODS;MAFOODS","MW03_0031;MW03_0020","fish, tilapia, whole, dried, oreochromis shiranus, (chambo chouma);fish, catfish, dry, clarius gariepinus, (mlamba wouma)",NA,NA,NA,NA,NA,NA,NA,"11.5","375.006","44.149",NA,NA,"0.2385","0.224","4.1925","0.873",NA,NA,"20.6915",NA,NA,"12.0175","0","1.405",NA,NA,"1404.5","0.4",NA,NA,"23.619",NA,"1256",NA,NA,"152",NA,NA,"301.5","109.0542806",NA,NA,"4.6","0.040887","catfish, african, dried, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.01"
"5021","Sun Dried fish (Large Variety)","MAFOODS;MAFOODS","MW03_0031;MW03_0020","fish, tilapia, whole, dried, oreochromis shiranus, (chambo chouma);fish, catfish, dry, clarius gariepinus, (mlamba wouma)",NA,NA,NA,NA,NA,NA,NA,"11.5","375.006","44.149",NA,NA,"0.2385","0.224","4.1925","0.873",NA,NA,"20.6915",NA,NA,"12.0175","0","1.405",NA,NA,"1404.5","0.4",NA,NA,"23.619",NA,"1256",NA,NA,"152",NA,NA,"301.5","109.0542806",NA,NA,"4.6","0.040887","tilapia, dried, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.02"
"5022","Sun Dried fish (Medium Variety)","MAFOODS;MAFOODS","MW03_0031;MW03_0020","fish, tilapia, whole, dried, oreochromis shiranus, (chambo chouma);fish, catfish, dry, clarius gariepinus, (mlamba wouma)",NA,NA,NA,NA,NA,NA,NA,"11.5","375.006","44.149",NA,NA,"0.2385","0.224","4.1925","0.873",NA,NA,"20.6915",NA,NA,"12.0175","0","1.405",NA,NA,"1404.5","0.4",NA,NA,"23.619",NA,"1256",NA,NA,"152",NA,NA,"301.5","109.0542806",NA,NA,"4.6","0.040887","catfish, african, dried, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.01"
"5022","Sun Dried fish (Medium Variety)","MAFOODS;MAFOODS","MW03_0031;MW03_0020","fish, tilapia, whole, dried, oreochromis shiranus, (chambo chouma);fish, catfish, dry, clarius gariepinus, (mlamba wouma)",NA,NA,NA,NA,NA,NA,NA,"11.5","375.006","44.149",NA,NA,"0.2385","0.224","4.1925","0.873",NA,NA,"20.6915",NA,NA,"12.0175","0","1.405",NA,NA,"1404.5","0.4",NA,NA,"23.619",NA,"1256",NA,NA,"152",NA,NA,"301.5","109.0542806",NA,NA,"4.6","0.040887","tilapia, dried, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.02"
"5031","Fresh fish (Large Variety)","KENFCT;uFish","8010;91010","nile tilapia, fillet, w/o skin and bones, raw;north african catfish, wild, fillet w/ bones, raw",NA,NA,NA,NA,NA,NA,NA,"78.19958334","99.23783335","9.5",NA,NA,"0.055","0.09","3.131666667","0.258098562",NA,NA,"13.98462325",NA,NA,"2.505","0","0.349615581",NA,NA,"470.5","0.051414056",NA,NA,"2.85",NA,"261",NA,NA,"26",NA,NA,"72.5","27.55",NA,NA,"4.25","0.010071792","catfish, african, fresh, raw","AP","Animal Products","2761","freshwater fish","1501","freshwater fish, fresh","1501.02"
"5031","Fresh fish (Large Variety)","KENFCT;uFish","8010;91010","nile tilapia, fillet, w/o skin and bones, raw;north african catfish, wild, fillet w/ bones, raw",NA,NA,NA,NA,NA,NA,NA,"78.19958334","99.23783335","9.5",NA,NA,"0.055","0.09","3.131666667","0.258098562",NA,NA,"13.98462325",NA,NA,"2.505","0","0.349615581",NA,NA,"470.5","0.051414056",NA,NA,"2.85",NA,"261",NA,NA,"26",NA,NA,"72.5","27.55",NA,NA,"4.25","0.010071792","tilapia, fresh, raw ","AP","Animal Products","2761","freshwater fish","1501","freshwater fish, fresh","1501.05"
"5032","Fresh fish (Medium Variety)","KENFCT;uFish","8010;91010","nile tilapia, fillet, w/o skin and bones, raw;north african catfish, wild, fillet w/ bones, raw",NA,NA,NA,NA,NA,NA,NA,"78.19958334","99.23783335","9.5",NA,NA,"0.055","0.09","3.131666667","0.258098562",NA,NA,"13.98462325",NA,NA,"2.505","0","0.349615581",NA,NA,"470.5","0.051414056",NA,NA,"2.85",NA,"261",NA,NA,"26",NA,NA,"72.5","27.55",NA,NA,"4.25","0.010071792","catfish, african, fresh, raw","AP","Animal Products","2761","freshwater fish","1501","freshwater fish, fresh","1501.02"
"5032","Fresh fish (Medium Variety)","KENFCT;uFish","8010;91010","nile tilapia, fillet, w/o skin and bones, raw;north african catfish, wild, fillet w/ bones, raw",NA,NA,NA,NA,NA,NA,NA,"78.19958334","99.23783335","9.5",NA,NA,"0.055","0.09","3.131666667","0.258098562",NA,NA,"13.98462325",NA,NA,"2.505","0","0.349615581",NA,NA,"470.5","0.051414056",NA,NA,"2.85",NA,"261",NA,NA,"26",NA,NA,"72.5","27.55",NA,NA,"4.25","0.010071792","tilapia, fresh, raw ","AP","Animal Products","2761","freshwater fish","1501","freshwater fish, fresh","1501.05"
"511","Termites, other insects (eg Ngumbi, caterpillar)","MAFOODS;MAFOODS","MW03_0069;MW03_0009",";caterpillar, roasted, imbrasia ertli, (mphalabungu zootcha)",NA,NA,NA,NA,NA,NA,NA,"49","193.5238","346.474",NA,NA,"0.199","0.704","1.593","0.398",NA,NA,"156.643",NA,NA,"0","37.9544","1.049",NA,NA,"247.96245","0.239",NA,NA,"117.180385",NA,"593.405",NA,NA,"40.595",NA,NA,"256.8285969","1.268156425",NA,NA,"0.584","0.0417","edible insect adults, fresh, raw","AP","Animal Products","2735","meat, other and products","21170.92","other meat n.e.c., fresh, chilled or frozen","21170.92.02"
"511","Termites, other insects (eg Ngumbi, caterpillar)","MAFOODS;MAFOODS","MW03_0069;MW03_0009",";caterpillar, roasted, imbrasia ertli, (mphalabungu zootcha)",NA,NA,NA,NA,NA,NA,NA,"49","193.5238","346.474",NA,NA,"0.199","0.704","1.593","0.398",NA,NA,"156.643",NA,NA,"0","37.9544","1.049",NA,NA,"247.96245","0.239",NA,NA,"117.180385",NA,"593.405",NA,NA,"40.595",NA,NA,"256.8285969","1.268156425",NA,NA,"0.584","0.0417","edible insect larvae, fresh, raw","AP","Animal Products","2735","meat, other and products","21170.92","other meat n.e.c., fresh, chilled or frozen","21170.92.03"
"5121","Smoked fish (Large Variety)","MAFOODS;MAFOODS","MW03_0047;MW03_0023","fish, tilapia, whole, smoked, sun dried, oreochromis shiranus, (chambo chowamba);fish, catfish, smoked, clarias gariepinus, (mlamba wowamba)",NA,NA,NA,NA,NA,NA,NA,"11.5","393.907","413.645",NA,NA,"0.285","0.318","5.5515","0.881",NA,NA,"17.2385",NA,NA,"9.8035","0","1.3215",NA,NA,"1247","0.1",NA,NA,"100.732",NA,"1273.5",NA,NA,"155.5",NA,NA,"311","148.153674",NA,NA,"4.5","0.040887","catfish, african, smoked, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.04"
"5121","Smoked fish (Large Variety)","MAFOODS;MAFOODS","MW03_0047;MW03_0023","fish, tilapia, whole, smoked, sun dried, oreochromis shiranus, (chambo chowamba);fish, catfish, smoked, clarias gariepinus, (mlamba wowamba)",NA,NA,NA,NA,NA,NA,NA,"11.5","393.907","413.645",NA,NA,"0.285","0.318","5.5515","0.881",NA,NA,"17.2385",NA,NA,"9.8035","0","1.3215",NA,NA,"1247","0.1",NA,NA,"100.732",NA,"1273.5",NA,NA,"155.5",NA,NA,"311","148.153674",NA,NA,"4.5","0.040887","tilapia, smoked, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.05"
"5122","Smoked fish (Medium Variety)","MAFOODS;MAFOODS","MW03_0047;MW03_0023","fish, tilapia, whole, smoked, sun dried, oreochromis shiranus, (chambo chowamba);fish, catfish, smoked, clarias gariepinus, (mlamba wowamba)",NA,NA,NA,NA,NA,NA,NA,"11.5","393.907","413.645",NA,NA,"0.285","0.318","5.5515","0.881",NA,NA,"17.2385",NA,NA,"9.8035","0","1.3215",NA,NA,"1247","0.1",NA,NA,"100.732",NA,"1273.5",NA,NA,"155.5",NA,NA,"311","148.153674",NA,NA,"4.5","0.040887","catfish, african, smoked, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.04"
"5122","Smoked fish (Medium Variety)","MAFOODS;MAFOODS","MW03_0047;MW03_0023","fish, tilapia, whole, smoked, sun dried, oreochromis shiranus, (chambo chowamba);fish, catfish, smoked, clarias gariepinus, (mlamba wowamba)",NA,NA,NA,NA,NA,NA,NA,"11.5","393.907","413.645",NA,NA,"0.285","0.318","5.5515","0.881",NA,NA,"17.2385",NA,NA,"9.8035","0","1.3215",NA,NA,"1247","0.1",NA,NA,"100.732",NA,"1273.5",NA,NA,"155.5",NA,NA,"311","148.153674",NA,NA,"4.5","0.040887","tilapia, smoked, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.05"
"603","Citrus Ã¯Â¿Â½ naartje, orange, etc.","MAFOODS;MAFOODS","MW05_0018;MW05_0014","orange, raw, peeled, citrus sinensis, (lalanje losenda);lemon, raw, peeled, (ndimu losenda)",NA,NA,NA,NA,NA,NA,NA,"87.15","51.35","5.080952381",NA,NA,"0.06","0.015","0.25","0.0375",NA,NA,"23.5",NA,NA,"0","55","0.23",NA,NA,"29.5","0.11",NA,NA,"0.3",NA,"166.5",NA,NA,"8.5",NA,NA,"2","0",NA,NA,"0.155","3e-04","oranges, raw","FV","Fruits and Vegetables","2611","oranges, mandarines and products","1323","oranges","1323.01"
"603","Citrus Ã¯Â¿Â½ naartje, orange, etc.","MAFOODS;MAFOODS","MW05_0018;MW05_0014","orange, raw, peeled, citrus sinensis, (lalanje losenda);lemon, raw, peeled, (ndimu losenda)",NA,NA,NA,NA,NA,NA,NA,"87.15","51.35","5.080952381",NA,NA,"0.06","0.015","0.25","0.0375",NA,NA,"23.5",NA,NA,"0","55","0.23",NA,NA,"29.5","0.11",NA,NA,"0.3",NA,"166.5",NA,NA,"8.5",NA,NA,"2","0",NA,NA,"0.155","3e-04","lemons, raw","FV","Fruits and Vegetables","2612","lemons, limes and products","1322","lemons and limes","1322.01"
"603","Citrus Ã¯Â¿Â½ naartje, orange, etc.","MAFOODS;MAFOODS","MW05_0018;MW05_0014","orange, raw, peeled, citrus sinensis, (lalanje losenda);lemon, raw, peeled, (ndimu losenda)",NA,NA,NA,NA,NA,NA,NA,"87.15","51.35","5.080952381",NA,NA,"0.06","0.015","0.25","0.0375",NA,NA,"23.5",NA,NA,"0","55","0.23",NA,NA,"29.5","0.11",NA,NA,"0.3",NA,"166.5",NA,NA,"8.5",NA,NA,"2","0",NA,NA,"0.155","3e-04","grapefruits, raw","FV","Fruits and Vegetables","2613","grapefruit and products","1321","pomelos and grapefruits","1321.02"
"603","Citrus Ã¯Â¿Â½ naartje, orange, etc.","MAFOODS;MAFOODS","MW05_0018;MW05_0014","orange, raw, peeled, citrus sinensis, (lalanje losenda);lemon, raw, peeled, (ndimu losenda)",NA,NA,NA,NA,NA,NA,NA,"87.15","51.35","5.080952381",NA,NA,"0.06","0.015","0.25","0.0375",NA,NA,"23.5",NA,NA,"0","55","0.23",NA,NA,"29.5","0.11",NA,NA,"0.3",NA,"166.5",NA,NA,"8.5",NA,NA,"2","0",NA,NA,"0.155","3e-04","limes, raw","FV","Fruits and Vegetables","2612","lemons, limes and products","1322","lemons and limes","1322.02"
"603","Citrus Ã¯Â¿Â½ naartje, orange, etc.","MAFOODS;MAFOODS","MW05_0018;MW05_0014","orange, raw, peeled, citrus sinensis, (lalanje losenda);lemon, raw, peeled, (ndimu losenda)",NA,NA,NA,NA,NA,NA,NA,"87.15","51.35","5.080952381",NA,NA,"0.06","0.015","0.25","0.0375",NA,NA,"23.5",NA,NA,"0","55","0.23",NA,NA,"29.5","0.11",NA,NA,"0.3",NA,"166.5",NA,NA,"8.5",NA,NA,"2","0",NA,NA,"0.155","3e-04","mandarins, raw","FV","Fruits and Vegetables","2611","oranges, mandarines and products","1324","tangerines, mandarins, clementines","1324.02"
"608","Wild fruit (masau, malambe, etc.)","MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS","MW05_0013;MW05_0005;MW05_0006;MW05_0009;MW05_0015;MW05_0017;MW05_0024","jujube, ziziphus mauritiana, (masau);baobab, raw, adansonia digitata,(malambe);custard apple, wild, annona senegalensis, (mpoza);jakjak fruit, azanza garckeana, (matowo);loquats, wild, uapaca kirkiana,(masuku a mtchire);medlar, african, raw, vangueria infausta, (lokwati);tamarind, fruit, raw, tamarindus indica, (bwemba)",NA,NA,NA,NA,NA,NA,NA,"57.74714286","166.6325714","14.58038735",NA,NA,"0.132272921","0.089588486","0.901943497","0.085857143",NA,NA,"19.58366274",NA,NA,"0","47.74457783","0.020085911",NA,NA,"46.54771429","0.1958",NA,NA,"2.951157143",NA,"839.9444286",NA,NA,"58.94644286",NA,NA,"7.9686","4.026429759",NA,NA,"0.794473348","0.0059","indian jujubes, raw","FV","Fruits and Vegetables","2625","fruits, other and products","1359.9","other fruits n.e.c. ","1359.9.01"
"608","Wild fruit (masau, malambe, etc.)","MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS;MAFOODS","MW05_0013;MW05_0005;MW05_0006;MW05_0009;MW05_0015;MW05_0017;MW05_0024","jujube, ziziphus mauritiana, (masau);baobab, raw, adansonia digitata,(malambe);custard apple, wild, annona senegalensis, (mpoza);jakjak fruit, azanza garckeana, (matowo);loquats, wild, uapaca kirkiana,(masuku a mtchire);medlar, african, raw, vangueria infausta, (lokwati);tamarind, fruit, raw, tamarindus indica, (bwemba)",NA,NA,NA,NA,NA,NA,NA,"57.74714286","166.6325714","14.58038735",NA,NA,"0.132272921","0.089588486","0.901943497","0.085857143",NA,NA,"19.58366274",NA,NA,"0","47.74457783","0.020085911",NA,NA,"46.54771429","0.1958",NA,NA,"2.951157143",NA,"839.9444286",NA,NA,"58.94644286",NA,NA,"7.9686","4.026429759",NA,NA,"0.794473348","0.0059","baobab fruits, raw","FV","Fruits and Vegetables","2625","fruits, other and products","1359.9","other fruits n.e.c. ","1359.9.02"
"707","Cheese","KENFCT;KENFCT;KENFCT;KENFCT","6003;6004;6005;6006","cheese, cheddar, regular fat;cheese, cottage (cow milk), plain, skimmed;cheese, cottage (cow milk), plain, whole;cheese, cottage, milk, cow, sour",NA,NA,NA,NA,NA,NA,NA,"66.25","183.75","68",NA,NA,"0.0425","0.315","0.65","0.036904197",NA,NA,"20.58280805",NA,NA,"0.8825","0.25","0.399214231",NA,NA,"265.25","0.06626047",NA,NA,"0.3",NA,"105.75",NA,NA,"12.75",NA,NA,"422.75","9.75",NA,NA,"1.1075","0","cheese, cow milk, cottage","AP","Animal Products","2848","milk - (excluding excluding butter butter) and products","22251.01","cheese from whole cow milk","22251.01.01"
"803","Cooking oil","WAFCT;KENFCT;WAFCT","11_003;9013;11_009","groundnut oil, unfortified;sun flower oil;soya oil, unfortified",NA,NA,NA,NA,NA,NA,NA,"0","900","0",NA,NA,"0","0","0","0",NA,NA,"0",NA,NA,"0","0","26",NA,NA,"0","0.006666667",NA,NA,"0.066666667",NA,"0",NA,NA,"0.333333333",NA,NA,"0","0",NA,NA,"0.026666667","0","peanut oil","PB","Pulses and Beans","2572","groundnut oil and products","2162","groundnut oil","2162.01"
"803","Cooking oil","WAFCT;KENFCT;WAFCT","11_003;9013;11_009","groundnut oil, unfortified;sun flower oil;soya oil, unfortified",NA,NA,NA,NA,NA,NA,NA,"0","900","0",NA,NA,"0","0","0","0",NA,NA,"0",NA,NA,"0","0","26",NA,NA,"0","0.006666667",NA,NA,"0.066666667",NA,"0",NA,NA,"0.333333333",NA,NA,"0","0",NA,NA,"0.026666667","0","sunflower oil","OT","Other foods","2573","sunflowerseed oil and products","21631.01","sunflower-seed oil, crude","21631.01.01"
"803","Cooking oil","WAFCT;KENFCT;WAFCT","11_003;9013;11_009","groundnut oil, unfortified;sun flower oil;soya oil, unfortified",NA,NA,NA,NA,NA,NA,NA,"0","900","0",NA,NA,"0","0","0","0",NA,NA,"0",NA,NA,"0","0","26",NA,NA,"0","0.006666667",NA,NA,"0.066666667",NA,"0",NA,NA,"0.333333333",NA,NA,"0","0",NA,NA,"0.026666667","0","soybean oil","PB","Pulses and Beans","2571","soyabean oil and products","2161","soya bean oil","2161.01"
"812","Yeast, baking powder, bicarbonate of soda","KENFCT;KENFCT","13002;13002","baking powder, dry powder;baking powder, dry powder",NA,NA,NA,NA,NA,NA,NA,"4.9","179","0",NA,NA,"0","0","0","0",NA,NA,"0",NA,NA,"0","0","0",NA,NA,"4280","0",NA,NA,"9.7",NA,"10200",NA,NA,"34",NA,NA,"8850","0",NA,NA,"0.89","0","yeast, baking","OT","Other foods","2645","spices, other and products","1699","other stimulant, spice and aromatic crops, n.e.c. ","1699.04"
"812","Yeast, baking powder, bicarbonate of soda","KENFCT;KENFCT","13002;13002","baking powder, dry powder;baking powder, dry powder",NA,NA,NA,NA,NA,NA,NA,"4.9","179","0",NA,NA,"0","0","0","0",NA,NA,"0",NA,NA,"0","0","0",NA,NA,"4280","0",NA,NA,"9.7",NA,"10200",NA,NA,"34",NA,NA,"8850","0",NA,NA,"0.89","0","baking powder","OT","Other foods","2645","spices, other and products","1699","other stimulant, spice and aromatic crops, n.e.c. ","1699.05"
"825","Meat (vendor)","MAFOODS;MAFOODS;KENFCT","MW03_0056;MW03_0001;15073","lamb, meat, roast, (nyama ya nkhosa yootcha);beef mince, fried, (nyama ya ng'ombe yogaya yokazinga);ingokho (fried chicken)",NA,NA,NA,NA,NA,NA,NA,"39.52054835","350.8096421","54.85540792",NA,NA,"0.116266896","0.218771378","6.90002851","0.373895507",NA,NA,"3.617681237",NA,NA,"1.609845459","1.203956871","1.6115674",NA,NA,"46.41765838","0.249517523",NA,NA,"5.194663331",NA,"346.6680694",NA,NA,"47.24385567",NA,NA,"359.055713","23.67796487",NA,NA,"3.091710055","0.0026","beef, fresh, grilled","AP","Animal Products","2731","bovine meat and products","21111.01","meat of cattle with the bone, fresh or chilled","21111.01.02"
"825","Meat (vendor)","MAFOODS;MAFOODS;KENFCT","MW03_0056;MW03_0001;15073","lamb, meat, roast, (nyama ya nkhosa yootcha);beef mince, fried, (nyama ya ng'ombe yogaya yokazinga);ingokho (fried chicken)",NA,NA,NA,NA,NA,NA,NA,"39.52054835","350.8096421","54.85540792",NA,NA,"0.116266896","0.218771378","6.90002851","0.373895507",NA,NA,"3.617681237",NA,NA,"1.609845459","1.203956871","1.6115674",NA,NA,"46.41765838","0.249517523",NA,NA,"5.194663331",NA,"346.6680694",NA,NA,"47.24385567",NA,NA,"359.055713","23.67796487",NA,NA,"3.091710055","0.0026","goat meat, fresh, grilled","AP","Animal Products","2732","mutton & and goat meat and products","21116","meat of goat, fresh or chilled","21116.02"
"825","Meat (vendor)","MAFOODS;MAFOODS;KENFCT","MW03_0056;MW03_0001;15073","lamb, meat, roast, (nyama ya nkhosa yootcha);beef mince, fried, (nyama ya ng'ombe yogaya yokazinga);ingokho (fried chicken)",NA,NA,NA,NA,NA,NA,NA,"39.52054835","350.8096421","54.85540792",NA,NA,"0.116266896","0.218771378","6.90002851","0.373895507",NA,NA,"3.617681237",NA,NA,"1.609845459","1.203956871","1.6115674",NA,NA,"46.41765838","0.249517523",NA,NA,"5.194663331",NA,"346.6680694",NA,NA,"47.24385567",NA,NA,"359.055713","23.67796487",NA,NA,"3.091710055","0.0026","chicken meat, fresh, deep-fried","AP","Animal Products","2734","poultry meat and products","21121","meat of chickens, fresh or chilled","21121.04"
"836","Zikondamoyo/Nkate","MAFOODS;MAFOODS","MW01_0061;MW01_0001","steamed maize & banana snack, (mkate);african cake, (chikondamoyo/chigumu cha nthochi ndi dzira)",NA,NA,NA,NA,NA,NA,NA,"50.03554202","217.5551246","3.825716213",NA,NA,"0.180260465","0.067711309","1.242035048","0.328673334",NA,NA,"18.63022697",NA,NA,"0.04150284","5.762258138","1.129935223",NA,NA,"15.61913176","0.147991475",NA,NA,"1.376788958",NA,"326.9951785",NA,NA,"50.00970428",NA,NA,"7.988549337","0.00273045",NA,NA,"0.749168506","5e-04","cake, banana","CE","Cereals","2511","wheat and products","F0022","pastry","F0022.06"
"836","Zikondamoyo/Nkate","MAFOODS;MAFOODS","MW01_0061;MW01_0001","steamed maize & banana snack, (mkate);african cake, (chikondamoyo/chigumu cha nthochi ndi dzira)",NA,NA,NA,NA,NA,NA,NA,"50.03554202","217.5551246","3.825716213",NA,NA,"0.180260465","0.067711309","1.242035048","0.328673334",NA,NA,"18.63022697",NA,NA,"0.04150284","5.762258138","1.129935223",NA,NA,"15.61913176","0.147991475",NA,NA,"1.376788958",NA,"326.9951785",NA,NA,"50.00970428",NA,NA,"7.988549337","0.00273045",NA,NA,"0.749168506","5e-04","banana, fritters","FV","Fruits and Vegetables","2625","fruits, other and products","F0623","fruit prepared n.e.c.","F0623.03"
"905","Fruit juice","MAFOODS;MAFOODS;MAFOODS","MW05_0010;MW05_0011;MW05_0012","juice tamarind, homemade, (juwisi wa bwemba);juice, baobab, homemade, (malambe juisi);juice, orange, homemade, (juwisi wa malalanje)",NA,NA,NA,NA,NA,NA,NA,"79.16523682","82.72485425","0.337414213",NA,NA,"0.044236775","0.016900783","0.163663382","0.013406607",NA,NA,"21.49305796",NA,NA,"0","12.50643196","0.063859347",NA,NA,"23.7145341","0.041193868",NA,NA,"0.349650761",NA,"131.9591434",NA,NA,"13.55792276",NA,NA,"1.480875384","0.015639493",NA,NA,"0.126845196","0","orange, juice","FV","Fruits and Vegetables","2611","oranges, mandarines and products","21431.01","orange juice","21431.01"
"5023","Sun Dried fish (Small Variety)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.525","345.991","107.0235",NA,NA,"0.0345","0.364","19.476","1.7885",NA,NA,"18.0875",NA,NA,"21.0535","0","1.780135659",NA,NA,"1668.375","0.31",NA,NA,"13.2595",NA,"959.68",NA,NA,"337.36",NA,NA,"267.28","44.23702703",NA,NA,"13.495","0.037275625","barb, silver, dried, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.03"
"5033","Fresh fish (Small Variety)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.775","126.285465","11.68364391",NA,NA,"0.030138377","0.120553506","2.571808118","0.241107011",NA,NA,"15.42080259",NA,NA,"1.868579336","0","0.400988372",NA,NA,"526.88525","0.040184502",NA,NA,"3.81475",NA,"350.5896864",NA,NA,"147.5175",NA,NA,"77.71682657","45.57927122",NA,NA,"1.215581181","0.012931875","barb, silver, fresh, raw","AP","Animal Products","2761","freshwater fish","1501","freshwater fish, fresh","1501.06"
"5123","Smoked fish (Small Variety)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54.5","193.994335","1.866173362",NA,NA,"0.086575053","0.134672305","13.36141649","0.432875265",NA,NA,"24.67389007",NA,NA,"2.741543341","0","0.670155039",NA,NA,"1127.208","0.663742072",NA,NA,"10.7385",NA,"534.1584567",NA,NA,"319.588",NA,NA,"142.9738901","56.0717759",NA,NA,"16.35306554","0.0216125","barb, silver, smoked, raw","AP","Animal Products","2761","freshwater fish","1505","freshwater fish, cured","1505.06"
"835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835","popcorn","835"
"835","popcorn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112.03"
"837","kalongonda (mucuna)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1701.04"
"118","maize ufa raw madeya (bran flour - unprocessed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39120.04.01"
