"region","food_item","energy","carbohydrates_available","protein","fat","fibre","phytate","ca","cu","fe","i","mg","se","zn"
"S","Offals, Edible","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Beef, tripe_d","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Liver, lamb, raw_g","Offal, cooked (tripe/ brawn/ brain/ tongue)_l","Beef liver, raw_f","Offal, cooked (tripe/ brawn/ brain/ tongue)_l"
"S","Oilcrops Oil, Other","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil_d","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Sunflower oil_g","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Palm oil_f","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l"
"S","Oilcrops, Other","Linseed_l","Linseed_l","Linseed_l","Linseed_l","Linseed_l","Sesame seed_d","Linseed_l","Linseed_l","Linseed_l","x_x","Linseed_l","Spices, poppy seed_e","Linseed_l"
"S","Olive Oil","Olive oil_l","Olive oil_l","Olive oil_l","Olive oil_l","Olive oil_l","Vegetable oil_d","Olive oil_l","Olive oil_l","Olive oil_l","Olive oil_g","Olive oil_l","Oil, olive, salad or cooking_e","Olive oil_l"
"S","Olives","Olive, ripe, canned, drained, pitted_l","Olive, ripe, canned, drained, pitted_l","Olive, ripe, canned, drained, pitted_l","Olive, ripe, canned, drained, pitted_l","Olive, ripe, canned, drained, pitted_l","x_x","Olive, ripe, canned, drained, pitted_l","Olive, ripe, canned, drained, pitted_l","Olive, ripe, canned, drained, pitted_l","x_x","Olive, ripe, canned, drained, pitted_l","Olives, pickled, canned or bottled, green_e","Olive, ripe, canned, drained, pitted_l"
"S","Onions","Onion, raw_l","Onion, raw_l","Onion, raw_l","Onion, raw_l","Onion, raw_l","Onion, raw_d","Onion, raw_l","Onion, raw_l","Onion, raw_l","Onion, raw_f","Onion, raw_l","Onion, raw_f","Onion, raw_l"
"S","Oranges, Mandarines","Orange, raw (peeled)_l","Orange, raw (peeled)_l","Orange, raw (peeled)_l","Orange, raw (peeled)_l","Orange, raw (peeled)_l","Orange, raw_d","Orange, raw (peeled)_l","Orange, raw (peeled)_l","Orange, raw (peeled)_l","Orange, raw_f","Orange, raw (peeled)_l","Orange, raw_f","Orange, raw (peeled)_l"
"S","Palm Oil","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_f","Palm oil_d","Palm oil_f","Palm oil_d"
"S","Palmkernel Oil","Palm kernel oil_l","Palm kernel oil_l","Palm kernel oil_l","Palm kernel oil_l","Palm kernel oil_l","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_d","Palm oil_f","Palm oil_d","Palm oil_f","Palm oil_d"
"S","Peas","Peas, raw_l","Peas, raw_l","Peas, raw_l","Peas, raw_l","Peas, raw_l","Pea, green, fresh_d","Peas, raw_l","Peas, raw_l","Peas, raw_l","Peas, raw_g","Peas, raw_l","Peas, raw_f","Peas, raw_l"
"S","Pelagic Fish","Fish, high fat, steamed, e.g. Salmon_l","Fish, high fat, steamed, e.g. Salmon_l","Fish, high fat, steamed, e.g. Salmon_l","Fish, high fat, steamed, e.g. Salmon_l","Fish, high fat, steamed, e.g. Salmon_l","Fish, fresh_d","Fish, high fat, steamed, e.g. Salmon_l","Sole, grilled_l","Fish, high fat, steamed, e.g. Salmon_l","Sardine, raw_f","Fish, high fat, steamed, e.g. Salmon_l","Mackerel, spanish, raw_f","Haddock, smoked, steamed_l"
"S","Pepper","Pepper, black_l","Pepper, black_l","Pepper, black_l","Pepper, black_l","Pepper, black_l","x_x","Pepper, black_l","Pepper, black_l","Pepper, black_l","x_x","Pepper, black_l","Spices, pepper, black_e","Pepper, black_l"
"S","Pigmeat","Pork, raw (fat untrimmed)_l","Pork, raw (fat untrimmed)_l","Pork, raw (fat untrimmed)_l","Pork, raw (fat untrimmed)_l","Pork, raw (fat untrimmed)_l","Pork, medium fat, cooked_d","Pork, raw (fat untrimmed)_l","Pork, raw (fat untrimmed)_l","Pork, raw (fat untrimmed)_l","Pork, meat, approx. 40%fat, raw_f","Pork, raw (fat untrimmed)_l","Pork, meat, approx. 40%fat, raw_f","Pork, raw (fat untrimmed)_l"
"S","Pimento","Pepper, sweet, red, raw_l","Pepper, sweet, red, raw_l","Pepper, sweet, red, raw_l","Pepper, sweet, red, raw_l","Pepper, sweet, red, raw_l","Pepper dried or fresh, hot_d","Pepper, sweet, red, raw_l","Pepper, sweet, red, raw_l","Pepper, sweet, red, raw_l","Peppers, capsicum, green, boiled in salted water_g","Pepper, sweet, red, raw_l","Peppers, hot chili, red, raw_e","Pepper, sweet, red, raw_l"
"S","Pineapples","Pineapple, raw (peeled)_l","Pineapple, raw (peeled)_l","Pineapple, raw (peeled)_l","Pineapple, raw (peeled)_l","Pineapple, raw (peeled)_l","Pineapple, raw, all variety_d","Pineapple, raw (peeled)_l","Pineapple, raw (peeled)_l","Pineapple, raw (peeled)_l","Pineapple, pulp, raw_f","Pineapple, raw (peeled)_l","Pineapple, pulp, raw_f","Pineapple, raw (peeled)_l"
"S","Plantains","Plantain, ripe, raw_f","Plantain, ripe, raw_f","Plantain, ripe, raw_f","Plantain, ripe, raw_f","Plantain, ripe, raw_f","Banana, ripe_d","Plantain, ripe, raw_f","Plantain, ripe, raw_f","Plantain, ripe, raw_f","Banana, fruit, raw_f","Plantain, ripe, raw_f","Plantain, ripe, raw_f","Plantain, ripe, raw_f"
"S","Potatoes","Potato, raw (flesh and skin)_l","Potato, raw (flesh and skin)_l","Potato, raw (flesh and skin)_l","Potato, raw (flesh and skin)_l","Potato, raw (flesh and skin)_l","Potato, raw, with skin_d","Potato, raw (flesh and skin)_l","Potato, raw (flesh and skin)_l","Potato, raw (flesh and skin)_l","Potato, raw_f","Potato, raw (flesh and skin)_l","Potato, raw_f","Potato, raw (flesh and skin)_l"
"S","Poultry Meat","Chicken, white meat, fresh, raw_l","Chicken, white meat, fresh, raw_l","Chicken, white meat, fresh, raw_l","Chicken, white meat, fresh, raw_l","Chicken, white meat, fresh, raw_l","Chicken, raw_d","Chicken, white meat, fresh, raw_l","Chicken, white meat, fresh, raw_l","Chicken, white meat, fresh, raw_l","Chicken, flesh only, raw_f","Chicken, white meat, fresh, raw_l","Chicken, flesh only, raw_f","Chicken, white meat, fresh, raw_l"
"S","Pulses, Other","Lentils, split, raw_l","Lentils, split, raw_l","Lentils, split, raw_l","Lentils, split, raw_l","Lentils, split, raw_l","Pigeon peas, raw_d","Lentils, split, raw_l","Lentils, split, raw_l","Lentils, split, raw_l","x_x","Lentils, split, raw_l","F Pigeon peas_c","Lentils, split, raw_l"
"S","Rape and Mustard Oil","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil_d","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Rapeseed oil_g","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil, mustard_e","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l"
"S","Rice (Milled Equivalent)","Rice flour, white_l","Rice flour, white_l","Rice flour, white_l","Rice flour, white_l","Rice flour, white_l","Rice, white, grain, raw_d","Rice flour, white_l","Rice flour, white_l","Rice flour, white_l","Rice, polished, raw_f","Rice flour, white_l","Rice_c","Rice flour, white_l"
"S","Ricebran Oil","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil_d","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Vegetable oil, blended, average_g","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l","Oil, vegetable, rice bran_e","Vegetable oil (50% sunflower, 30% maize, 20% peanut)_l"
"S","Roots, Other","Amadumbe/ Taro, tuber, raw (flesh only)_l","Amadumbe/ Taro, tuber, raw (flesh only)_l","Amadumbe/ Taro, tuber, raw (flesh only)_l","Amadumbe/ Taro, tuber, raw (flesh only)_l","Amadumbe/ Taro, tuber, raw (flesh only)_l","Taro, raw_d","Amadumbe/ Taro, tuber, raw (flesh only)_l","Amadumbe/ Taro, tuber, raw (flesh only)_l","Amadumbe/ Taro, tuber, raw (flesh only)_l","x_x","Amadumbe/ Taro, tuber, raw (flesh only)_l","Taro, tuber, raw_f","Amadumbe/ Taro, tuber, raw (flesh only)_l"
"S","Rye","Wheat, whole_l","Wheat, whole_l","Wheat, whole_l","Wheat, whole_l","Wheat, whole_l","Wheat, flour, whole grain_d","Wheat, whole_l","Wheat, whole_l","Wheat, whole_l","Wheat flour, white_f","Wheat, whole_l","Rye_e","Wheat, whole_l"
"S","Sesameseed","Sesame seed, dried, hulled_l","Sesame seed, dried, hulled_l","Sesame seed, dried, hulled_l","Sesame seed, dried, hulled_l","Sesame seed, dried, hulled_l","Sesame seed_d","Sesame seed, dried, hulled_l","Sesame seed, dried, hulled_l","Sesame seed, dried, hulled_l","x_x","Sesame seed, dried, hulled_l","Seeds, sesame seeds, whole, dried_e","Sesame seed, dried, hulled_l"
"S","Sesameseed Oil","Sesame oil_d","Sesame oil_d","Sesame oil_d","Sesame oil_d","Sesame oil_d","Sesame oil_d","Sesame oil_d","Sesame oil_d","Sesame oil_d","Sesame oil_g","Sesame oil_d","Oil, sesame, salad or cooking_e","Sesame oil_d"
"S","Sorghum","Sorghum_d","Sorghum_d","Sorghum_d","Sorghum_d","Sorghum_d","Sorghum_d","Sorghum_d","Sorghum_d","Sorghum_d","Wheat flour, white_f","Sorghum_d","Sorghum_c","Sorghum_d"
"S","Soyabean Oil","Soybean oil_l","Soybean oil_l","Soybean oil_l","Soybean oil_l","Soybean oil_l","Vegetable oil_d","Soybean oil_l","Vegetable oil_d","Soybean oil_l","Soya oil_g","Soybean oil_l","Oil, soybean, salad or cooking_e","Soybean oil_l"
"S","Soyabeans","Soybeans, dried, raw_l","Soybeans, dried, raw_l","Soybeans, dried, raw_l","Soybeans, dried, raw_l","Soybeans, dried, raw_l","Soybean, yellow_d","Soybeans, dried, raw_l","Soybeans, dried, raw_l","Soybeans, dried, raw_l","Soya bean, dried, raw_f","Soybeans, dried, raw_l","Soya bean, dried, raw_f","Soybeans, dried, raw_l"
"S","Spices, Other","Turmeric, ground_l","Turmeric, ground_l","Turmeric, ground_l","Turmeric, ground_l","Turmeric, ground_l","x_x","Turmeric, ground_l","Turmeric, ground_l","Turmeric, ground_l","x_x","Turmeric, ground_l","Spices, turmeric, ground_e","Turmeric, ground_l"
"S","Sugar (Raw Equivalent)","Sugar, white, granulated_l","Sugar, white, granulated_l","Sugar, white, granulated_l","Sugar, white, granulated_l","Sugar, white, granulated_l","Sugar_d","Sugar, white, granulated_l","Sugar, white, granulated_l","Sugar, white, granulated_l","Sugar, white_f","Sugar, white, granulated_l","Sugar, white_f","Sugar, white, granulated_l"
"S","Sugar Beet","Beetroot, raw (flesh and skin)_l","Beetroot, raw (flesh and skin)_l","Beetroot, raw (flesh and skin)_l","Beetroot, raw (flesh and skin)_l","Beetroot, raw (flesh and skin)_l","x_x","Beetroot, raw (flesh and skin)_l","Beetroot, raw (flesh and skin)_l","Beetroot, raw (flesh and skin)_l","x_x","Beetroot, raw (flesh and skin)_l","Beets, raw_e","Beetroot, raw (flesh and skin)_l"
"S","Sugar Cane","Sugarcane_d","Sugarcane_d","Sugarcane_d","Sugarcane_d","Sugarcane_d","Sugarcane_d","Sugarcane_d","Sugarcane_d","Sugarcane_d","Sugar, white_f","Sugarcane_d","Sugar, white_f","Sugarcane_d"
"S","Sugar, Non-Centrifugal","Sugarcane juice_d","Sugarcane juice_d","Sugarcane juice_d","Sugarcane juice_d","Sugarcane juice_d","Sugarcane juice_d","Sugarcane juice_d","Sugarcane juice_d","Sugarcane juice_d","Sugar, white_f","Sugarcane juice_d","Sugar, white_f","Sugarcane juice_d"
"S","Sunflowerseed","Sunflower seed, dried_l","Sunflower seed, dried_l","Sunflower seed, dried_l","Sunflower seed, dried_l","Sunflower seed, dried_l","Sunflower seed_d","Sunflower seed, dried_l","Sunflower seed, dried_l","Sunflower seed, dried_l","x_x","Sunflower seed, dried_l","Seeds, sunflower seed kernels, dried_e","Sunflower seed, dried_l"
"S","Sunflowerseed Oil","Sunflower oil_l","Sunflower oil_l","Sunflower oil_l","Sunflower oil_l","Sunflower oil_l","Vegetable oil_d","Sunflower oil_l","Sunflower oil_l","Sunflower oil_l","Sunflower oil_g","Sunflower oil_l","Oil, vegetable, sunflower, linoleic, (approx. 65%)_e","Sunflower oil_l"
"S","Sweet Potatoes","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato, fresh-EP_d","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato, raw_f","Sweet potato (White fleshed), raw (flesh only)_l","Sweet potato, raw_f","Sweet potato (White fleshed), raw (flesh only)_l"
"S","Sweeteners, Other","Sweeteners, tabletop, fructose, dry, powder_e","Sweeteners, tabletop, fructose, dry, powder_e","Sweeteners, tabletop, fructose, dry, powder_e","Sweeteners, tabletop, fructose, dry, powder_e","Sweeteners, tabletop, fructose, dry, powder_e","x_x","Sweeteners, tabletop, fructose, dry, powder_e","Sweeteners, tabletop, fructose, dry, powder_e","Sweeteners, tabletop, fructose, dry, powder_e","x_x","Sweeteners, tabletop, fructose, dry, powder_e","Sweeteners, tabletop, fructose, dry, powder_e","Sweeteners, tabletop, fructose, dry, powder_e"
"S","Tea","Tea, brewed_l","Tea, brewed_l","Tea, brewed_l","Tea, brewed_l","Tea, brewed_l","Tea leaves_d","Tea, brewed_l","Tea, brewed_l","Tea, brewed_l","Tea, infusion_f","Tea, brewed_l","Tea, infusion_f","Tea, brewed_l"
"S","Tomatoes","Tomato, raw_l","Tomato, raw_l","Tomato, raw_l","Tomato, raw_l","Tomato, raw_l","Tomato, ripe_d","Tomato, raw_l","Tomato, raw_l","Tomato, raw_l","Tomato, raw_f","Tomato, raw_l","Tomato, raw_f","Tomato, raw_l"
"S","Vegetables, Other","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, raw, green, white_d","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, raw, average_g","Cabbage, Chinese (Pe-tsai), raw_l","Cabbage, raw_f","Cabbage, Chinese (Pe-tsai), raw_l"
"S","Wheat","Wheat, whole_l","Wheat, whole_l","Wheat, whole_l","Wheat, whole_l","Wheat, whole_l","Wheat, flour, whole grain_d","Wheat, whole_l","Wheat, whole_l","Wheat, whole_l","Wheat flour, white_f","Wheat, whole_l","Wheat flour, white_f","Wheat, whole_l"
"S","Wine","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","Grape juice_d","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","x_x","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l","Alcoholic beverage, wine, table, all_e","Wine, red/ white/ rose, dry/ semi-sweet/ sparkling (alc 12% v/v; 9.4% w/w)_l"
"S","Yams","Yam, raw_d","Yam, raw_d","Yam, raw_d","Yam, raw_d","Yam, raw_d","Yam, raw_d","Yam, raw_d","Yam, raw_d","Yam, raw_d","x_x","Yam, raw_d","Yam tuber, raw_f","Yam, raw_d"
"W","Apples","Apple, raw_k","Apple, raw_k","Apple, raw_k","Apple, raw_k","Apple, average, raw_l","Apples, raw, with skin_d","Apple, raw_k","Apples, raw, with skin_d","Apple, raw_k","Apples, eating, average, raw_g","Apple, average, raw_l","Apples, raw, with skin_e","Apple, raw_k"
"W","Aquatic Animals, Others","Fish, fresh_d","Fish, fresh_d","Fish, fresh_d","Fish, fresh_d","White grouper, raw_f","Fish, fresh_d","Fish, fresh_d","Fish, fresh_d","Sardine, raw_f","Mackerel, spanish, raw_f","Fish, fresh_d","Matemba (fresh)_c","Sardine, raw_f"
"W","Aquatic Plants","Seaweed, agar, raw_e","Seaweed, agar, raw_e","Seaweed, agar, raw_e","Seaweed, agar, raw_e","Seaweed, agar, raw_e","x_x","Seaweed, agar, raw_e","Seaweed, agar, raw_e","Seaweed, agar, raw_e","Seaweed, nori, dried, raw_g","Seaweed, agar, raw_e","Seaweed, agar, raw_e","Seaweed, agar, raw_e"
"W","Bananas","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana_j","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana, fruit, raw_f","Banana, fruit, raw_f"
"W","Barley","Barley, pearled, cooked_l","Barley, pearled, cooked_l","Barley, pearled, cooked_l","Barley, pearled, cooked_l","Barley, pearled, cooked_l","Barley, white flour: roasted, milled_m","Barley, pearled, cooked_l","Barley, pearled, cooked_l","Barley, white flour: roasted, milled_m","Wheat flour, white_f","Barley, pearled, cooked_l","Barley, pearled, raw_e","Barley, white flour: roasted, milled_m"
"W","Beans","Beans, sugar, dried, raw_j","Beans, sugar, dried, raw_j","Beans, sugar, dried, raw_j","Beans, sugar, dried, raw_j","Beans, sugar, dried, raw_l","Beans, kidney, mature seeds, raw_j","Beans, sugar, dried, raw_j","Beans, sugar, dried, raw_d","Beans, sugar, dried, raw_j","Bean, raw_f","Beans, sugar, dried, raw_j","Bengal beans_c","Beans, sugar, dried, raw_j"
"W","Beer","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer, commercial_d","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f","Beer europe (4.4% alcohol)_f"
"W","Beverages, Alcoholic","Spirit, Brandy/ Gin/ Whisky/ Cane/ Vodka/ Rum (alc 43% v/v; 36% w/w)_l","Spirit, Brandy/ Gin/ Whisky/ Cane/ Vodka/ Rum (alc 43% v/v; 36% w/w)_l","Spirit, Brandy/ Gin/ Whisky/ Cane/ Vodka/ Rum (alc 43% v/v; 36% w/w)_l","Spirit, Brandy/ Gin/ Whisky/ Cane/ Vodka/ Rum (alc 43% v/v; 36% w/w)_l","Spirit, Brandy/ Gin/ Whisky/ Cane/ Vodka/ Rum (alc 43% v/v; 36% w/w)_l","x_x","spirits (gin, rum, vodka, whiskey)_i","Liqueur (alc 30% v/v; 22% w/w)_l","spirits (gin, rum, vodka, whiskey)_i","Spirits, 40% volume_g","Spirit, Brandy/ Gin/ Whisky/ Cane/ Vodka/ Rum (alc 43% v/v; 36% w/w)_l","Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof_e","spirits (gin, rum, vodka, whiskey)_i"
"W","Beverages, Fermented","Beer, maize (estimated 3% alcohol)_f","Beer, maize (estimated 3% alcohol)_f","Beer, maize (estimated 3% alcohol)_f","Beer, maize (estimated 3% alcohol)_f","Beer, maize (estimated 3% alcohol)_f","Beer, local, grain_d","Beer, maize (estimated 3% alcohol)_f","Beer, local, grain_d","Beer, local, grain_d","Fermented maize flour_o","Beer, sorghum (alc 2-3% w/w)_l","Sorghum porridge_c","maize, gruel_k"
"W","Bovine Meat","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, medium fat, cooked_d","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f","Beef, meat, approx. 20%fat, raw_f"
"W","Butter, Ghee","Shea butter_k","Shea butter_k","Shea butter_k","Shea butter_k","Butter ghee (clarified butter)_l","Butter refined-ghee_d","Shea butter_k","Butter ghee (clarified butter)_l","Shea butter_k","Ghee, palm_g","Butter ghee (clarified butter)_l","Ghee, butter_g","Shea butter_k"
"W","Cassava","Cassava, raw_f","Cassava, raw_f","Cassava, raw_f","Cassava, raw_f","Cassava, raw_f","Cassava, raw_d","Cassava, raw_f","Cassava, raw_f","Cassava, raw_f","Cassava, Dar es Salaam_n","Cassava, raw_f","Cassava, raw_f","Cassava, raw_f"
"W","Cephalopods","Mollusks, squid, mixed species, raw_e","Mollusks, squid, mixed species, raw_e","Mollusks, squid, mixed species, raw_e","Mollusks, squid, mixed species, raw_e","Mollusks, squid, mixed species, raw_e","Shellfish, boiled_j","Mollusks, squid, mixed species, raw_e","Mollusks, squid, mixed species, raw_e","squid, raw_i","Squid, raw_g","Mollusks, squid, mixed species, raw_e","Mollusks, squid, mixed species, raw_e","squid, raw_i"
"W","Cereals, Other","Fonio, white, whole grain, raw_f","Fonio, white, whole grain, raw_f","Fonio, white, whole grain, raw_f","Fonio, white, whole grain, raw_f","Fonio, white, whole grain, raw_f","Wheat, flour, whole grain_d","Fonio, white, whole grain, raw_f","Fonio, white, whole grain, raw_f","Fonio, white, whole grain, raw_f","Wheat flour, white_f","Fonio, white, whole grain, raw_f","Wheat flour, white_f","Fonio, white, whole grain, raw_f"
"W","Citrus, Other","Orange, raw_f","Orange, raw_f","Orange, raw_f","Orange, raw_f","Orange, raw_f","Oranges_j","Orange, raw_f","Orange, raw (peeled)_l","Orange, raw_f","Orange, raw_f","Orange, raw_f","Orange, raw_f","Lime_j"
"W","Cloves","Spices, cloves, ground_e","Spices, cloves, ground_e","Spices, cloves, ground_e","Spices, cloves, ground_e","Spices, cloves, ground_e","x_x","Spices, cloves, ground_e","Spices, cloves, ground_e","Spices, cloves, ground_e","x_x","Spices, cloves, ground_e","Spices, cloves, ground_e","Spices, cloves, ground_e"
"W","Cocoa Beans","Cocoa powder_l","Cocoa powder_l","Cocoa powder_l","Cocoa powder_l","Cocoa powder_l","x_x","Cocoa powder_l","Cocoa powder_l","Cocoa powder_l","x_x","Cocoa powder_l","Cocoa, dry powder, unsweetened_e","Cocoa powder_l"
"W","Coconut Oil","Coconut oil_f","Coconut oil_l","Coconut oil_f","Coconut oil_f","Coconut oil_l","Coconut oil_d","Coconut oil_f","Coconut oil_f","Coconut oil_f","Coconut oil_f","Coconut oil_f","Coconut oil_f","Coconut oil_f"
"W","Coconuts - Incl Copra","Coconut, raw_f","Coconut, raw_f","Coconut, raw_f","Coconut, raw_f","Coconut, raw_f","Coconut meat, raw_d","Coconut, raw_f","Coconut, raw_f","Coconut, raw_f","Coconut, raw_f","Coconut, raw_f","Coconut, raw_e","Coconut, raw_f"
